asdfasdf





1123412342






!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=123262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=03262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=011262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=111262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=023262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=021262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!4147.19N/09200.83WO 12.1V 05C HDOP00.8 SATS11-HABET Flight L-99/A=020262
!/99>#6lVpO st/A=076109 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99>;6lVvO st/A=076198 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99=26lW0O st/A=076554 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99<.6lW*O st/A=076770 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99:26lWFO st/A=076995 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/999(6lW\O st/A=077118 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/997A6lXqO st/A=077321 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/995/6lZUO st/A=077543 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/993f6l[AO st/A=077656 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/991c6l]UO st/A=077850 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/990N6l^pO st/A=077962 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99016l`%O st/A=078063 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99/N6laCO st/A=078183 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99/!6lcpO st/A=078380 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/99-]6lgXO st/A=078716 11.8V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99-r6lh`O st/A=078813 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99.46liiO st/A=078914 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99//6lkVO st/A=079133 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/990(6ll6O st/A=079255 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/992-6lmmO st/A=079688 11.8V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/991g6ln0O st/A=079802 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/991I6lnSO st/A=079911 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/990q6lo/O st/A=080019 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99.T6lq<O st/A=080362 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99.:6lt)O st/A=080688 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99.C6lupO st/A=080925 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99.r6lwEO st/A=081132 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/990K6lx`O st/A=081355 11.9V 17C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/992S6ly/O st/A=081819 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/992Z6ly6O st/A=081931 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/992y6ly2O st/A=082072 11.9V 17C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/992Z6lyEO st/A=082194 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/992H6lyIO st/A=082309 11.9V 17C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/991D6lyhO st/A=082456 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99046lykO st/A=082563 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99-.6lz8O st/A=082943 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99,b6lz>O st/A=083173 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99,P6lzAO st/A=083300 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99,i6lzAO st/A=083419 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99-'6ly3O st/A=083790 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99-?6lxiO st/A=083926 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99-76lxGO st/A=084049 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99,R6lwgO st/A=084186 11.8V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99+X6lvYO st/A=084396 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99*p6lu+O st/A=084626 11.8V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99(`6lt#O st/A=084858 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99$l6ls4O st/A=085417 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99%96lsPO st/A=085629 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99%k6ls=O st/A=085732 11.8V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99&76ls:O st/A=085945 11.9V 17C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/99%j6lrjO st/A=086171 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99$$6lq0O st/A=086593 11.8V 17C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/99"!6lp(O st/A=087042 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/99!H6loqO st/A=087149 11.8V 17C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/98{N6lp!O st/A=087278 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98z76lp(O st/A=087514 11.9V 17C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/98y^6lp+O st/A=087725 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98yM6lpfO st/A=087947 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98y(6lq)O st/A=088163 11.9V 15C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/98wK6lq#O st/A=088406 11.9V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98uh6lpcO st/A=088649 11.8V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98tv6lpZO st/A=088762 11.8V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98tv6lpiO st/A=088878 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98u*6lpWO st/A=089089 11.9V 17C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/98t26lpsO st/A=089328 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98ru6lq3O st/A=089461 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98q:6lqrO st/A=089685 11.9V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98p=6lr8O st/A=089937 11.8V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98ok6lrHO st/A=090166 11.9V 15C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/98sS6lpDO st/A=090884 11.8V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98t56lnuO st/A=091137 11.8V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98tS6ln*O st/A=091257 11.8V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98u%6lmaO st/A=091370 11.8V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98uH6llhO st/A=091602 11.8V 15C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/98u`6lkvO st/A=091846 11.8V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98uL6lkGO st/A=091962 11.8V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98uK6lk+O st/A=092203 11.8V 17C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/98u^6lk7O st/A=092321 11.8V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98uE6lk+O st/A=092446 11.9V 17C HDOP00.9 SATS09HABET LX-120-A sscl.iastate.edu
!/98u_6lk:O st/A=092547 11.8V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98v=6lk$O st/A=092673 11.9V 17C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98w.6ljgO st/A=092885 11.8V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98w<6lk`O st/A=093116 11.8V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98wn6ll&O st/A=093344 11.8V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98wb6ll9O st/A=093673 11.8V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98v:6llnO st/A=093899 11.8V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98sy6lmNO st/A=093878 11.8V 15C HDOP01.0 SATS09HABET LX-120-A sscl.iastate.edu
!/98sa6ln'O st/A=090955 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98sy6lmTO st/A=090264 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98t,6lm8O st/A=089497 11.9V 17C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98sS6lm8O st/A=088866 11.9V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98s56lmZO st/A=086932 11.9V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98u46lodO st/A=078735 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98tv6lp`O st/A=078222 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98t@6lqnO st/A=077647 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98s16lrZO st/A=077160 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98r.6ls!O st/A=076682 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98q\6ls!O st/A=076141 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98qi6lsVO st/A=075660 11.9V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98q36ltUO st/A=075106 11.9V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98q(6lu7O st/A=074647 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98qT6lu]O st/A=074128 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98rM6lvFO st/A=073688 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98rt6lwEO st/A=073254 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98rP6lwtO st/A=072740 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98ro6lx:O st/A=072317 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98s#6lxPO st/A=071838 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98sV6lxyO st/A=071432 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98t)6lyUO st/A=071039 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98tt6lz;O st/A=070561 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98u[6lzyO st/A=070165 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98uD6l{bO st/A=069698 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98tl6m!JO st/A=069300 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98t)6m"CO st/A=068916 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98rN6m#9O st/A=068474 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98py6m#UO st/A=068082 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98p(6m#KO st/A=067647 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98p46m#OO st/A=067268 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98p;6m$$O st/A=066892 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98pP6m%bO st/A=066118 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98os6m&aO st/A=065708 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98nR6m'fO st/A=065349 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98lk6m(RO st/A=065014 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98k)6m(wO st/A=064606 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98j%6m)+O st/A=064259 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98i:6m)PO st/A=063867 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98h]6m*0O st/A=063527 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98gg6m*rO st/A=063196 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98g06m+^O st/A=062809 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98fE6m,0O st/A=062484 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98eN6m,VO st/A=062104 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98e*6m,rO st/A=061790 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98dq6m-?O st/A=061473 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98df6m.;O st/A=061090 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98dn6m/#O st/A=060768 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98dD6m/iO st/A=060411 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98cr6m0/O st/A=060093 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98cY6m0>O st/A=059731 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98c;6m0NO st/A=059424 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98c(6m0dO st/A=058764 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98c)6m1$O st/A=058478 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98bQ6m1DO st/A=058144 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98b36m1SO st/A=057850 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98ay6m1VO st/A=057571 11.8V 15C HDOP00.8 SATS10HABET LX-120-A sscl.iastate.edu
!/98aH6m1sO st/A=057230 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98`i6m2)O st/A=056951 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98_f6m29O st/A=056633 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98^m6m2&O st/A=056357 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98^/6m1`O st/A=055791 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98^T6m1GO st/A=055529 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98_,6m1PO st/A=055208 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98_R6m1fO st/A=054938 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98`W6m1yO st/A=054685 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98a06m26O st/A=054381 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98a66m2IO st/A=054117 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98aV6m3%O st/A=053813 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98aJ6m3NO st/A=053560 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98a96m4!O st/A=053293 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98am6m5BO st/A=052736 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98bf6m6+O st/A=052181 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98ba6m6GO st/A=051925 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98bH6m6`O st/A=051631 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98bC6m79O st/A=051382 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98b]6m7xO st/A=051088 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98bY6m9FO st/A=050607 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98c'6m:<O st/A=050332 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98cA6m:kO st/A=050095 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98c[6m;PO st/A=049827 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98cp6m<xO st/A=049364 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98c@6m=gO st/A=049113 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98cA6m>:O st/A=048897 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98c56m>iO st/A=048639 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98c#6m?3O st/A=048419 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98bq6m?aO st/A=048207 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98b_6m@AO st/A=047956 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98bG6m@mO st/A=047741 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98b66mA:O st/A=047496 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98bC6mAlO st/A=047285 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98bo6mB?O st/A=047046 11.8V 15C HDOP01.0 SATS08HABET LX-120-A sscl.iastate.edu
!/98cD6mC@O st/A=046619 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98cX6mDBO st/A=046179 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98cY6mDbO st/A=045945 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98d-6mE>O st/A=045542 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98de6mEpO st/A=045309 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98eW6mFLO st/A=045106 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98fV6mG/O st/A=044876 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98g$6mGaO st/A=044675 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98gD6mH4O st/A=044476 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98hJ6mI6O st/A=044035 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98i*6mIuO st/A=043812 11.7V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98i=6mJZO st/A=043619 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98iE6mK-O st/A=043421 11.7V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98i'6mK\O st/A=043194 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98hh6mL&O st/A=043000 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98hQ6mM.O st/A=042577 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98h96mMfO st/A=042380 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98gh6mNYO st/A=042156 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98g%6mO>O st/A=041741 11.7V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98fS6mOTO st/A=041548 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98f46mOjO st/A=041360 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98de6mP'O st/A=040955 11.8V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98d'6mP7O st/A=040742 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98c[6mP@O st/A=040557 11.7V 15C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98cB6mP7O st/A=040376 11.7V 15C HDOP00.9 SATS08HABET LX-120-A sscl.iastate.edu
!/98c06mPMO st/A=040168 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98cI6mPiO st/A=039988 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98cb6mQ&O st/A=039783 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98d.6mQ,O st/A=039608 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98dH6mQBO st/A=039435 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98dt6mQ^O st/A=039233 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98f?6mRAO st/A=038858 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98g$6mRJO st/A=038682 11.7V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98gv6mRcO st/A=038484 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98hb6mS$O st/A=038308 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98i@6mS3O st/A=038135 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98j96mS_O st/A=037937 11.7V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98jx6mT/O st/A=037773 11.7V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98l66mTWO st/A=037418 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98lP6mT[O st/A=037251 11.7V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98m(6mTKO st/A=037062 11.7V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98n%6mT)O st/A=036901 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98o/6mSrO st/A=036712 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98p:6mSrO st/A=036549 11.7V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98qo6mSlO st/A=036386 11.7V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98s^6mSYO st/A=036205 11.7V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98u46mSIO st/A=036042 11.8V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/98wC6mSFO st/A=035859 11.7V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
!/99!:6mRvO st/A=035545 11.7V 13C HDOP00.8 SATS09HABET LX-120-A sscl.iastate.edu
